employee_id,first_name,last_name,hire_date,job_title,salary,department_id,manager_id,current_location_id,status
312,Ana,Wagner,2016-01-06,"Retail manager",114902.01,10,NULL,11,Retired
313,Gabrielle,Anderson,2024-10-15,"Training and development officer",82848.94,16,NULL,14,Active
314,Elizabeth,Anderson,2023-06-12,"Warehouse manager",33233.47,8,269,8,Retired
315,Michelle,Diaz,2022-07-09,"Scientist, product/process development",146102.18,1,169,3,Terminated
316,Ralph,Diaz,2017-09-21,"Early years teacher",59571.00,9,NULL,11,Terminated
317,Justin,Hill,2016-05-19,"Chief Executive Officer",93389.52,7,NULL,7,"On Leave"
318,Sarah,Hopkins,2016-10-24,Land,148714.45,12,NULL,12,Terminated
319,Erica,Brown,2016-04-17,"Ceramics designer",110562.75,6,280,4,Terminated
320,Rachel,Johnson,2020-06-16,"Journalist, magazine",130607.43,2,NULL,1,"On Leave"
321,Sarah,Romero,2018-09-08,"Adult nurse",60965.50,14,NULL,15,Retired
322,Michael,Stuart,2025-06-13,"Chartered public finance accountant",93196.81,4,NULL,4,Active
323,Linda,Mayer,2020-06-02,Herpetologist,127703.07,12,NULL,12,Terminated
324,Alicia,Lynch,2025-03-04,"Media planner",126060.52,14,253,15,Terminated
325,Mark,Huffman,2019-07-27,Artist,72208.12,15,65,15,Retired
326,Rachel,Stephens,2025-02-16,"English as a foreign language teacher",49694.58,4,NULL,4,Terminated
327,Nathaniel,Bowman,2015-08-15,"Clothing/textile technologist",123108.73,8,193,8,Retired
328,Bobby,Harper,2020-02-21,"Museum/gallery exhibitions officer",54023.27,10,NULL,11,Active
329,Erika,Knox,2015-10-18,Pharmacologist,105242.00,12,NULL,12,Terminated
330,John,Huang,2024-02-08,"Building control surveyor",74221.48,3,140,3,Retired
331,Brittney,Meza,2016-10-21,"Engineer, structural",74887.99,14,251,15,Terminated
332,Scott,Tucker,2016-05-29,"Medical secretary",61919.81,14,156,15,Active
333,John,Roman,2021-11-22,"Accounting technician",86568.93,1,NULL,3,Retired
334,Jacob,Norris,2021-09-28,"Magazine features editor",122367.56,15,NULL,15,Terminated
335,Hector,Oconnor,2022-03-26,"Special effects artist",73192.70,13,NULL,12,Active
336,Monica,Frank,2020-04-02,"Academic librarian",94838.67,11,NULL,10,Terminated
337,Jennifer,Chambers,2020-01-21,"Music therapist",115749.42,16,NULL,14,Active
338,Joshua,Williams,2024-09-02,"Health promotion specialist",130493.26,5,115,5,Retired
339,Matthew,Bowen,2022-02-16,"Loss adjuster, chartered",50451.47,13,NULL,12,Terminated
340,Nicole,Williamson,2017-05-12,"Research officer, trade union",149570.56,3,NULL,3,"On Leave"
341,Michael,Walker,2020-06-10,"Community development worker",112682.17,16,60,14,Retired
342,Nathaniel,Gibson,2024-06-12,"Restaurant manager, fast food",94295.71,4,NULL,4,Terminated
343,David,Hall,2023-01-08,"Community development worker",89971.82,12,NULL,12,Retired
344,Amanda,Hull,2017-07-12,"Community development worker",94044.72,12,NULL,12,Active
345,Matthew,Hanson,2017-03-02,"Programmer, multimedia",108110.17,8,NULL,8,Active
346,Anthony,Kaufman,2015-07-03,Barista,73564.47,1,NULL,3,"On Leave"
347,Sandra,Jones,2015-09-25,"Academic librarian",118049.11,6,NULL,4,Active
348,Lauren,Fuller,2016-04-26,"Textile designer",77346.63,3,NULL,3,Terminated
349,Robert,Larsen,2018-08-16,"Health promotion specialist",57819.16,2,NULL,1,"On Leave"
350,Toni,Gray,2018-05-29,"Records manager",136324.22,8,NULL,8,"On Leave"
351,John,Nelson,2022-08-17,Pharmacologist,110754.53,13,NULL,12,Active
352,Ashley,Robinson,2018-08-23,Ecologist,99387.86,11,234,10,Terminated
353,Brenda,Porter,2016-08-25,"Lecturer, further education",83822.88,8,327,8,Retired
354,Brian,Rodriguez,2024-01-24,"Geographical information systems officer",123927.23,16,NULL,14,Retired
355,Brianna,Aguirre,2018-10-05,"Accommodation manager",53360.21,14,NULL,15,Retired
356,William,Dominguez,2022-05-31,"Geographical information systems officer",99259.62,1,NULL,3,Retired
357,Patricia,Walker,2016-04-28,"Designer, exhibition/display",65954.36,2,20,1,Retired
358,Barbara,Wood,2018-11-27,"Civil engineer, contracting",78086.18,14,NULL,15,"On Leave"
359,Claudia,Mccoy,2018-09-20,"Dispensing optician",141998.64,16,NULL,14,Active
360,Christina,Martinez,2019-10-26,"Estate manager/land agent",98884.87,2,NULL,1,Active
361,Sarah,Cole,2024-10-25,Copy,118514.07,5,33,5,"On Leave"
362,Ashley,Gray,2023-04-02,Mudlogger,38846.17,9,213,11,Retired
363,Tim,Moore,2022-11-07,"Brewing technologist",75237.82,7,NULL,7,Active
364,Stephanie,Cervantes,2016-01-21,"Teacher, English as a foreign language",113913.88,15,NULL,15,Terminated
365,Nichole,Hall,2019-08-27,"Biochemist, clinical",143276.85,13,NULL,12,Active
366,Justin,Wall,2021-02-05,"Lecturer, further education",99068.90,7,NULL,7,Retired
367,Nancy,Taylor,2020-03-13,Barrister,72976.36,10,NULL,11,"On Leave"
368,Gabriel,Perry,2016-09-18,"Race relations officer",123962.17,7,141,7,"On Leave"
369,David,Hart,2024-12-11,Sub,91091.52,10,320,11,Retired
370,Brian,Townsend,2024-03-30,"Engineering geologist",70314.76,2,33,1,"On Leave"
371,Marissa,Norris,2024-09-26,"Equality and diversity officer",140722.83,5,NULL,5,Terminated
372,Nancy,Ramos,2019-07-21,"Technical brewer",123908.77,16,NULL,14,Terminated
373,Sheila,Sullivan,2021-02-09,"Amenity horticulturist",46317.84,9,NULL,11,Retired
374,David,Jones,2016-03-26,"Research officer, government",51015.91,13,NULL,12,Retired
375,Jeffrey,Jackson,2023-10-27,"Producer, television/film/video",83458.20,3,NULL,3,Terminated
376,Matthew,James,2021-07-29,"Special effects artist",85336.62,8,NULL,8,Active
377,Richard,Salazar,2016-11-25,"Chief Marketing Officer",38056.44,5,NULL,5,Retired
378,Justin,Kirk,2020-09-27,"Engineer, manufacturing systems",138906.18,4,NULL,4,Active
379,Daniel,Summers,2022-10-01,"Designer, multimedia",142428.24,2,NULL,1,"On Leave"
380,Dennis,Meyer,2022-05-22,"Conservator, furniture",33852.15,15,86,15,Terminated
381,John,Holloway,2017-09-26,Lobbyist,139585.35,13,NULL,12,"On Leave"
382,Stacy,Lucas,2020-03-22,"Set designer",93798.66,3,NULL,3,Retired
383,Courtney,Green,2015-10-17,"Immigration officer",115064.30,2,NULL,1,Terminated
384,Sarah,Wallace,2017-07-01,"Contracting civil engineer",98595.32,2,83,1,"On Leave"
385,Louis,Becker,2018-05-30,"Nurse, children's",129678.39,16,NULL,14,"On Leave"
386,Breanna,Johnson,2024-05-09,"Equities trader",42035.77,3,NULL,3,Terminated
387,Christopher,Taylor,2017-05-06,"Tour manager",67088.81,5,NULL,5,Terminated
388,Tara,Chaney,2025-02-25,Animator,140037.01,4,NULL,4,Retired
389,Kristina,Meyers,2022-06-20,Metallurgist,94995.98,6,NULL,4,Active
390,Jamie,Chung,2016-09-07,"Broadcast journalist",58602.90,5,NULL,5,Retired
391,Connie,Mccarthy,2019-01-14,"Hospital pharmacist",59047.68,2,12,1,"On Leave"
392,Rebecca,Short,2024-03-13,"Petroleum engineer",78081.15,1,NULL,3,Active
393,Jeffrey,Blankenship,2022-10-14,"Water quality scientist",56241.94,5,NULL,5,"On Leave"
394,Philip,Scott,2017-10-01,Paramedic,118412.40,7,107,7,Active
395,Brandy,Newman,2021-05-04,"Interior and spatial designer",100761.51,11,NULL,10,Active
396,David,Ball,2021-02-15,"Clinical cytogeneticist",40334.38,3,201,3,Retired
397,Diane,Petersen,2023-08-19,"Chartered loss adjuster",98233.99,3,375,3,Terminated
398,Kyle,Davis,2015-07-29,"Surveyor, building",117918.09,5,214,5,"On Leave"
399,Sharon,Luna,2019-02-15,"Teacher, English as a foreign language",124811.24,14,NULL,15,Terminated
400,Tabitha,Francis,2016-08-03,Oncologist,91497.71,6,10,4,Retired
401,Sally,Harvey,2024-12-22,"Manufacturing engineer",77346.47,12,135,12,Terminated
402,Kurt,Reese,2021-11-11,"Clinical scientist",39460.41,7,NULL,7,Terminated
403,Jason,Russell,2024-03-11,"Chemical engineer",33275.65,4,NULL,4,"On Leave"
404,Angela,Smith,2020-05-02,"Adult guidance worker",102136.73,1,NULL,3,Retired
405,Donna,Hayes,2016-09-27,"Advertising account executive",57116.37,2,71,1,Active
406,Anthony,Brown,2024-05-31,"Librarian, academic",80849.84,5,NULL,5,Retired
407,Justin,Jackson,2016-08-07,"Teacher, adult education",50369.76,5,NULL,5,"On Leave"
408,Stephanie,Wu,2021-09-13,"Industrial/product designer",60631.60,3,NULL,3,Retired
409,Stephen,Clark,2023-04-22,Metallurgist,86712.68,10,408,11,Active
410,William,Reyes,2022-10-29,"Legal secretary",62136.62,15,NULL,15,Retired
411,Carl,Miller,2021-07-25,"Restaurant manager, fast food",144595.30,1,NULL,3,"On Leave"
412,Megan,Vasquez,2019-07-04,"Biochemist, clinical",115172.65,5,NULL,5,Retired
413,Robert,Rogers,2018-07-14,"Legal secretary",55411.91,9,NULL,11,Active
414,Heidi,Gallegos,2023-08-05,"Horticultural therapist",133767.70,7,NULL,7,"On Leave"
415,Zachary,Mendoza,2017-10-15,"Fashion designer",105548.99,4,17,4,"On Leave"
416,James,Thompson,2018-08-15,"Event organiser",32193.58,6,NULL,4,"On Leave"
417,Mark,Smith,2019-07-10,"Editor, magazine features",53365.41,5,115,5,Retired
418,Micheal,King,2016-02-24,Astronomer,62321.65,10,NULL,11,Active
419,Aaron,Snyder,2019-02-15,Secretary/administrator,141840.07,4,NULL,4,Active
420,Keith,Hernandez,2015-07-10,"Product manager",112364.27,10,374,11,Active
421,Bianca,Cross,2024-01-26,"Engineer, water",117579.38,9,NULL,11,Terminated
422,Brian,Henderson,2018-02-26,"Multimedia programmer",107736.56,15,8,15,"On Leave"
423,Sherry,Green,2023-10-31,Ergonomist,88161.32,13,316,12,Terminated
424,Olivia,Duffy,2018-09-04,"Regulatory affairs officer",77333.11,16,NULL,14,Terminated
425,Renee,Gould,2025-04-25,"Dance movement psychotherapist",132733.56,8,NULL,8,"On Leave"
426,Kristopher,Mills,2024-07-22,Osteopath,136955.87,2,158,1,"On Leave"
427,Angela,Saunders,2019-07-20,"Magazine journalist",140496.96,15,NULL,15,"On Leave"
428,Robert,Brown,2023-10-26,"Retail manager",54943.56,9,NULL,11,Active
429,Harold,Smith,2019-03-21,"Therapist, horticultural",69422.53,9,NULL,11,Retired
430,Tina,Carr,2018-05-01,"Chartered accountant",60222.85,1,105,3,Active
431,Theodore,Cox,2020-11-01,"Music tutor",66677.25,11,20,10,Terminated
432,Justin,Bowman,2019-09-06,"Secondary school teacher",31971.73,14,NULL,15,Retired
433,Lisa,Myers,2019-05-01,"Marketing executive",137804.19,3,NULL,3,Retired
434,Alfred,Ochoa,2016-12-11,"Logistics and distribution manager",78627.11,13,NULL,12,Terminated
435,William,Mcclure,2025-06-25,"Surveyor, land/geomatics",147010.06,1,NULL,3,"On Leave"
436,Victoria,Garcia,2016-08-12,"Therapist, drama",62824.98,5,NULL,5,Terminated
437,Natalie,Wells,2017-07-13,"Copywriter, advertising",144527.23,13,NULL,12,Terminated
438,Sarah,Griffith,2019-12-22,"IT technical support officer",73488.43,2,NULL,1,"On Leave"
439,Wayne,Peterson,2017-12-01,"Data scientist",117541.03,14,NULL,15,Retired
440,Cory,Hammond,2025-01-30,"Brewing technologist",127453.99,10,420,11,"On Leave"
441,Brittany,James,2025-06-19,"Research officer, trade union",100074.22,11,NULL,10,"On Leave"
442,Timothy,Clarke,2016-08-27,"Community pharmacist",68362.34,11,NULL,10,"On Leave"
443,Donald,Escobar,2024-06-08,"Diagnostic radiographer",84493.55,9,NULL,11,"On Leave"
444,John,Vega,2016-02-23,"Education officer, environmental",67290.78,6,NULL,4,Terminated
445,Daniel,Blackwell,2016-02-25,"Designer, industrial/product",55514.31,15,NULL,15,Terminated
446,Manuel,Craig,2018-12-30,"Trade union research officer",116851.76,1,NULL,3,Terminated
447,Ronald,Smith,2016-09-13,Barrister,69358.20,13,NULL,12,"On Leave"
448,Angela,Farrell,2022-06-19,"Audiological scientist",95936.62,6,259,4,Active
449,Jaime,Deleon,2020-10-01,"Futures trader",74266.05,3,NULL,3,Retired
450,Jessica,Dennis,2020-10-30,Actor,88948.18,5,NULL,5,Retired
451,Carrie,Stevens,2016-05-12,"Research officer, political party",38617.92,5,187,5,Active
452,Stephen,Rivera,2025-03-16,Podiatrist,82445.48,13,NULL,12,"On Leave"
453,Tanner,Smith,2020-09-09,"Investment banker, operational",127549.08,13,348,12,Active
454,Adam,Berry,2021-12-02,Make,73375.87,6,NULL,4,Active
455,Terri,Vaughan,2025-04-10,"Print production planner",143777.45,6,NULL,4,"On Leave"
456,Joshua,James,2019-11-22,"Education officer, museum",45729.47,13,NULL,12,"On Leave"
457,Oscar,Smith,2017-01-21,"Commercial art gallery manager",147252.10,1,NULL,3,"On Leave"
458,Brittany,Carey,2016-10-13,"Therapist, music",67477.24,7,NULL,7,Active
459,Jill,Parker,2015-10-18,"Learning mentor",34482.01,16,NULL,14,Retired
460,Jennifer,Frank,2017-09-03,"Broadcast presenter",132461.83,10,NULL,11,Terminated
461,Amanda,Petersen,2022-06-12,"Tour manager",45677.59,9,NULL,11,Retired
462,David,Allen,2024-03-28,"Programmer, systems",104484.21,5,51,5,Active
463,Ronald,Cook,2023-02-01,"Exhibition designer",102983.41,7,NULL,7,Active
464,Austin,Padilla,2017-08-29,"Tourist information centre manager",136868.04,14,NULL,15,Terminated
465,Sarah,Gomez,2025-04-01,"Ceramics designer",120262.79,6,NULL,4,Terminated
466,Derrick,Baird,2016-06-16,Actor,50303.96,7,400,7,Retired
467,Bruce,Hanson,2016-01-01,"Arts development officer",111906.92,5,NULL,5,Retired
468,Robert,Adams,2023-07-10,"Surveyor, building",135130.21,14,421,15,Active
469,Brent,Silva,2025-02-27,Gaffer,85439.91,9,NULL,11,"On Leave"
470,Gavin,Duncan,2016-11-01,"Marketing executive",54002.49,11,NULL,10,Active
471,Jeffrey,Wiggins,2015-08-13,"Pension scheme manager",114186.96,16,NULL,14,Active
472,Jason,Martin,2022-01-17,"Production engineer",98477.82,13,NULL,12,Retired
473,Susan,Steele,2024-07-05,"Exhibitions officer, museum/gallery",101242.58,11,NULL,10,Active
474,Steven,Miller,2024-01-25,"Surveyor, commercial/residential",147502.39,11,NULL,10,Retired
475,Timothy,Hammond,2025-03-15,"Multimedia specialist",145730.08,3,340,3,"On Leave"
476,Christopher,Oneill,2016-01-07,"Advertising account planner",124580.89,13,NULL,12,Retired
477,Julie,Turner,2023-03-21,"Housing manager/officer",45675.71,6,163,4,Active
478,Reginald,Bruce,2018-04-30,"Risk manager",137990.89,6,NULL,4,Terminated
479,Alan,Hill,2024-08-22,"Surveyor, planning and development",76031.22,5,276,5,"On Leave"
480,Alison,Hodges,2017-03-12,"Retail banker",139730.91,5,262,5,Retired
481,Andrea,Carter,2020-08-18,"Minerals surveyor",147582.96,5,195,5,"On Leave"
482,Madison,Ferrell,2024-07-18,"Programmer, applications",72492.22,8,NULL,8,Active
483,Laura,Rodriguez,2020-07-01,"Trading standards officer",123972.70,12,NULL,12,"On Leave"
484,Teresa,Lewis,2024-10-18,"Quality manager",135607.20,5,NULL,5,"On Leave"
485,Linda,Hartman,2019-11-30,"Special educational needs teacher",58544.07,8,NULL,8,Active
486,Vanessa,Hopkins,2020-06-18,"Commercial art gallery manager",87492.54,8,347,8,Terminated
487,Mark,Benton,2025-04-02,"Commissioning editor",113619.09,8,202,8,Active
488,Jason,Logan,2018-11-21,"Software engineer",49876.88,1,150,3,"On Leave"
489,Kevin,Benitez,2015-08-29,"Print production planner",142543.19,9,264,11,"On Leave"
490,David,Alvarado,2024-03-11,"Designer, furniture",82900.00,15,NULL,15,"On Leave"
491,Stephanie,Vang,2016-05-31,"Child psychotherapist",31122.40,15,170,15,"On Leave"
492,Elizabeth,Walker,2017-01-15,"Landscape architect",119971.25,4,NULL,4,Retired
493,Gordon,Lawson,2024-03-07,"Equities trader",117450.28,7,NULL,7,Active
494,Peter,Mitchell,2021-06-10,"Graphic designer",78592.71,5,92,5,Active
495,Julie,Fernandez,2019-12-13,"Automotive engineer",96008.52,6,256,4,"On Leave"
496,Scott,Manning,2024-11-28,"Music therapist",77131.59,12,160,12,Terminated
497,Wendy,Coleman,2019-04-22,"Field trials officer",81431.34,16,NULL,14,Active
498,Terri,Rivera,2024-09-07,"Speech and language therapist",131801.00,12,182,12,Retired
499,Dorothy,York,2024-09-11,Ophthalmologist,63586.65,2,NULL,1,Retired
500,Charles,Mccormick,2020-09-25,"Early years teacher",134607.11,7,NULL,7,Retired
